listing_id,source_key,source,source_type,market,country,make,model,year,km,mileage_mi,price,currency,price_usd,city,region,dealer_name,dealer_company,body_type,vin,vpic_body_class,vpic_gvwr,vpic_drive_type,vpic_engine,transmission,color,drive_type,usage_class,fifth_wheel_height_mm,spec_horsepower,spec_engine_type,spec_engine_manufacturer,spec_sleeper_type,spec_wheel_base,damaged,url,n_images,split,n_images_kept
14243,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,572713,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14243,20,val,19
14244,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,549055,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14244,20,val,19
14246,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,495441,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14246,20,train,19
14299,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,566194,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14299,20,train,19
14310,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,494903,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14310,20,val,19
14396,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,185000,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14396,20,train,19
14401,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,365452,,2350000,TRY,48357.89,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14401,22,train,20
14409,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,474000,,2400000,TRY,49386.78,İstanbul,,,,Çekici,,,,,,Otomatik,YILDIRIM MAVİSİ,,Yurt İçi Lojistik,940,,,,,,,https://www.truckmarket.com.tr/arac-detay/14409,20,train,19
14410,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,476913,,2400000,TRY,49386.78,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14410,22,train,21
14411,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,486243,,2400000,TRY,49386.78,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14411,20,train,19
14430,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,612273,,1550000,TRY,31895.63,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt Dışı Lojistik,980,,,,,,,https://www.truckmarket.com.tr/arac-detay/14430,20,train,19
14579,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,188748,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14579,22,train,21
14582,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,184113,,2750000,TRY,56589.02,İstanbul,,,,Çekici,,,,,,Otomatik,KIRMIZI,,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14582,20,train,19
14594,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,195595,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14594,20,val,19
14597,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,193851,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14597,22,val,21
14598,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,159538,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14598,22,val,21
14599,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,184880,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14599,20,test,19
14697,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,41173,,2950000,TRY,60704.58,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14697,20,train,19
14716,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,253281,,2500000,TRY,51444.56,İstanbul,,,,Çekici,,,,,,Otomatik,KIRMIZI,,Yurt Dışı Lojistik,960,,,,,,,https://www.truckmarket.com.tr/arac-detay/14716,22,train,21
14717,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,242780,,2500000,TRY,51444.56,İstanbul,,,,Çekici,,,,,,Otomatik,KIRMIZI,,Yurt Dışı Lojistik,960,,,,,,,https://www.truckmarket.com.tr/arac-detay/14717,22,train,21
14776,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,243932,,2750000,TRY,56589.02,İstanbul,,,,Çekici,,,,,,Otomatik,KIRMIZI,,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14776,20,train,19
14784,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2021,164374,,2550000,TRY,52473.45,İstanbul,,,,Çekici,,,,,,Otomatik,KIRMIZI,,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14784,22,train,21
14786,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,384206,,2300000,TRY,47329.0,İstanbul,,,,Çekici,,,,,,Otomatik,MAVİ,,Yurt İçi Lojistik,960,,,,,,,https://www.truckmarket.com.tr/arac-detay/14786,20,train,19
14787,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,305273,,2300000,TRY,47329.0,İstanbul,,,,Çekici,,,,,,Otomatik,MAVİ,,Yurt Dışı Lojistik,960,,,,,,,https://www.truckmarket.com.tr/arac-detay/14787,22,train,21
14790,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,270000,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/14790,22,train,21
14932,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,413757,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14932,22,train,20
14933,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,406522,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14933,22,train,21
14934,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,394063,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14934,22,train,21
14962,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,202104,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,940,,,,,,,https://www.truckmarket.com.tr/arac-detay/14962,22,train,20
14965,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2022,204021,,2800000,TRY,57617.91,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,940,,,,,,,https://www.truckmarket.com.tr/arac-detay/14965,22,val,21
15250,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,305704,,2350000,TRY,48357.89,İstanbul,,,,Çekici,,,,,,Otomatik,YILDIRIM MAVİSİ,4x2,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/15250,22,test,20
15251,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,312528,,2350000,TRY,48357.89,İstanbul,,,,Çekici,,,,,,Otomatik,YILDIRIM MAVİSİ,4x2,Yurt Dışı Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/15251,22,train,21
15339,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,TRUCKS,2018,569400,,1600000,TRY,32924.52,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,960,,,,,,,https://www.truckmarket.com.tr/arac-detay/15339,22,test,22
15440,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,421850,,2100000,TRY,43213.43,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/15440,22,val,21
15502,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGA,2007,953254,,1350000,TRY,27780.06,Denizli,,,,Çekici,,,,,,Manuel (Aktarmalı),MAVİ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/15502,20,test,20
15692,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2023,266904,,2975000,TRY,61219.03,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/15692,22,train,21
15775,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2024,74857,,3700000,TRY,76137.95,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/15775,22,test,21
15776,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2024,45224,,3700000,TRY,76137.95,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/15776,22,train,21
15778,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2024,75731,,3700000,TRY,76137.95,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/15778,22,val,21
16042,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,FORD,F-MAX,2020,247369,,2000000,TRY,41155.65,Hatay,,,,Çekici,,,,,,Otomatik,BEYAZ,4x2,Yurt İçi Lojistik,1100,,,,,,,https://www.truckmarket.com.tr/arac-detay/16042,24,train,22
231295,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126SLP,2020,925926,575344,99900,USD,99900.0,,,SelecTrucks of Greensboro,,,3AKJHHDR3LSLJ7839,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,400,DD15,Detroit Diesel,Raised Roof Condo,223,,https://www.selectrucks.com/truck/2020/FREIGHTLINER/231295/1242/1770811/,20,train,19
232615,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126SLP,2023,679521,422235,94900,USD,94900.0,,,SelecTrucks of Fontana,,,1FUJHHDR7PLUE0492,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit Diesel,,229,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/232615/1265/1934541/,20,train,19
246794,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126SLP,2020,911209,566199,99900,USD,99900.0,,,SelecTrucks of Nashville,,,3AKJHHDR6LSLJ7477,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,DD15,Detroit Diesel,Raised Roof Condo,223,,https://www.selectrucks.com/truck/2020/FREIGHTLINER/246794/1513/2026764/,20,val,18
251838,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2026,137844,85652,169900,USD,169900.0,,,SelecTrucks of Portland,,,3AKJHHDR5TSWR2969,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15 TCO,,,,,,475,DD15,Detroit,Raised Roof Condo,233,,https://www.selectrucks.com/truck/2026/FREIGHTLINER/251838/1491/RWR2969/,20,test,18
252354,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,620845,385775,82900,USD,82900.0,,,SelecTrucks of Atlanta,,,3AKJHHDR4NSNA1878,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,227,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/252354/1241/359515/,20,train,20
252690,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,634770,394428,80000,USD,80000.0,,,SelecTrucks of Midlantic,,,3AKJHHDR7NSNG9463,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Mid Roof Sleeper,229,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/252690/1449/210768/,19,test,18
253428,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2022,798087,495908,83900,USD,83900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR6NSNC5843,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/253428/1243/RNC5843/,20,train,20
253646,us_selectrucks,selectrucks.com,oem_dealer,US,United States,INTERNATIONAL,LT625,2022,579945,360361,59900,USD,59900.0,,,SelecTrucks of Kansas City,,,3HSDZAPR6NN433832,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,"X15, Signature",,,,,,450,ISX 15L,Cummins,Raised Roof Condo,224,,https://www.selectrucks.com/truck/2022/INTERNATIONAL/253646/1259/S433832/,20,train,20
254052,us_selectrucks,selectrucks.com,oem_dealer,US,United States,PETERBILT,579,2022,601013,373452,77900,USD,77900.0,,,SelecTrucks of Michigan,,,1XPBD49X0ND780276,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX,,,,,,450,X15,Cummins,Raised Roof Sleeper,235,,https://www.selectrucks.com/truck/2022/PETERBILT/254052/1256/3250004/,20,train,20
254490,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,482983,300112,124900,USD,124900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR9RSUW6152,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Mid Roof Sleeper,210,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/254490/1243/RUW6152/,20,train,20
254827,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2021,264826,164555,89900,USD,89900.0,,,SelecTrucks of Fort Worth,,,3AKJGNDVXMDMX5812,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,410,DD13,Detroit,Daycab,196,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/254827/1394/SMX5812/,20,train,20
254828,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2021,223628,138956,94900,USD,94900.0,,,SelecTrucks of Fort Worth,,,3AKJGNDV5MDMX5815,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,410,DD13,Detroit,Daycab,196,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/254828/1394/SMX5815/,20,train,20
255032,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,918102,570482,66900,USD,66900.0,,,SelecTrucks of Atlanta,,,3AKJHHDRXNSNA1903,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,227,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/255032/1241/361588/,20,train,19
255073,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,648178,402759,92900,USD,92900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR0PSNV1104,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/255073/1243/RNV1104/,20,val,20
255151,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PE116SLP,2022,799290,496656,59900,USD,59900.0,,,SelecTrucks of Dallas (South),,,3AKJHPDV3NSLH0806,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,DD13,Detroit,Mid Roof Sleeper,174,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/255151/1450/SLH0806/,20,train,18
255269,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2021,1009413,627220,49900,USD,49900.0,,,SelecTrucks of Omaha,,,1FUJHHDR9MLML6279,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,,247,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/255269/1248/PGE1058/,20,train,19
255385,us_selectrucks,selectrucks.com,oem_dealer,US,United States,KENWORTH,T680,2019,678855,421821,59900,USD,59900.0,,,SelecTrucks of Portland,,,1XKYD49X1KJ376965,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX / X15,,,,,,,X15,Cummins,Mid Roof Sleeper,240,,https://www.selectrucks.com/truck/2019/KENWORTH/255385/1491/R376965/,20,test,20
255499,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,573216,356180,96900,USD,96900.0,,,SelecTrucks of Fort Worth,,,3AKJHHDR8PSUC4905,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/255499/1394/SUC4905/,20,test,20
255592,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2023,840979,522560,76900,USD,76900.0,,,SelecTrucks of Oklahoma City,,,3AKJHHDR2PSUC5287,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,227,,https://www.selectrucks.com/truck/2023/FREIGHTLINER/255592/1243/DUC5287/,20,train,20
255597,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2021,718102,446208,79900,USD,79900.0,,,SelecTrucks of Dallas (South),,,3AKJHHDRXMSMH4488,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Condo,223,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/255597/1450/SMH4488/,20,train,19
255599,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2022,732963,455442,81900,USD,81900.0,,,SelecTrucks of Dallas (South),,,3AKJHHDR1NSMH5143,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,400,DD15,Detroit,Raised Roof Condo,223,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/255599/1450/SMH5143/,20,train,19
255717,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,533853,331721,124900,USD,124900.0,,,SelecTrucks of Fort Worth,,,3AKJHHDR0RSUW6069,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/255717/1394/RUW6069/,20,train,20
255721,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126SLP,2024,357213,221962,144900,USD,144900.0,,,SelecTrucks of Fort Worth,,,3AKJHHDR6RSVL9218,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,505,DD15,Detroit,Raised Roof Condo,229,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/255721/1394/RVL9218/,20,train,20
255739,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PE116SLP,2021,813990,505790,54900,USD,54900.0,,,SelecTrucks of Dallas (South),,,3AKJHPDV1MSMG1992,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,DD13,Detroit,Mid Roof Sleeper,216,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/255739/1450/SMG1992/,20,val,18
255839,us_selectrucks,selectrucks.com,oem_dealer,US,United States,MACK,CHU613,2016,1112861,691500,40000,USD,40000.0,,,SelecTrucks of Texarkana,,,1M1AN09YXGM021357,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,,,,Daycab,210,,https://www.selectrucks.com/truck/2016/MACK/255839/1502/GM021357/,20,train,20
256192,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,122SD,2019,883770,549149,62900,USD,62900.0,,,SelecTrucks of Georgia,,,3AKJGNDR3KDKE7744,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,505,DD15,Detroit,,200,,https://www.selectrucks.com/truck/2019/FREIGHTLINER/256192/1393/360641/,20,test,20
256194,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,800386,497337,74900,USD,74900.0,,,SelecTrucks of Georgia,,,3AKJHHDR5NSMS4099,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,223,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256194/1393/257002/,20,train,20
256205,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,702823,436714,79900,USD,79900.0,,,SelecTrucks of Georgia,,,3AKJHHDR8NSMY6788,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,227,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256205/1393/362116/,20,train,20
256210,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2024,804735,500039,79900,USD,79900.0,,,SelecTrucks of Georgia,,,3AKJHHDRXRSUY6278,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,DD15,,,,,,455,DD15,Detroit,Raised Roof Sleeper,227,,https://www.selectrucks.com/truck/2024/FREIGHTLINER/256210/1393/362167/,20,train,20
256221,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2021,633483,393628,73900,USD,73900.0,,,SelecTrucks of Alabama,,,1FUJHHDV9MLMF4306,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,470,DD13,Detroit,Mid Roof Sleeper,237,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/256221/1448/361835/,20,train,19
256233,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2021,753603,468267,75900,USD,75900.0,,,SelecTrucks of Atlanta,,,3AKJHHDR8MSMJ6965,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit Diesel DD15,,,,,,475,DD15,Detroit,Raised Roof Sleeper,227,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/256233/1241/362410/,20,train,18
256243,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,PT126DC,2021,520040,323138,54900,USD,54900.0,,,SelecTrucks of Chattanooga,,,3AKJHLDV2MSMG0603,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Detroit DD13,,,,,,450,DD13,Detroit,,174,,https://www.selectrucks.com/truck/2021/FREIGHTLINER/256243/1496/SMG0603/,20,train,20
256409,us_selectrucks,selectrucks.com,oem_dealer,US,United States,FREIGHTLINER,CASCADIA 126,2022,599851,372730,64900,USD,64900.0,,,SelecTrucks of Omaha,,,3AKJHHFG9NSNE1708,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,Cummins X15,,,,,,450,X15,Cummins,,235,,https://www.selectrucks.com/truck/2022/FREIGHTLINER/256409/1248/TCJ710/,19,val,18
256415,us_selectrucks,selectrucks.com,oem_dealer,US,United States,KENWORTH,W990,2024,402735,250248,124900,USD,124900.0,,,SelecTrucks of Omaha,,,1XK1D49X7RJ346266,Truck-Tractor,"Class 8: 33,001 lb and above (14,969 kg and above)",6x4,ISX / X15,,,,,,565,X15,Cummins,,215,,https://www.selectrucks.com/truck/2024/KENWORTH/256415/1248/TGM016/,20,train,19
